,age,nationality,place_birth,sex,province,relationship,main_occupation,availability,search_work,search_reason,search_steps,search_method,search_months,main_activity,main_prof_situation,main_sector,contract_type,hours
2215,11,1,2,1,48,1,4.0,S,S,4.0,S,7.0,3.0,4.0,4.0,2.0,1.0,15.0
2216,9,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,40.0
2217,11,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2218,8,1,1,6,20,2,4.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
2219,10,1,1,1,20,2,4.0,,N,,,,,2.0,4.0,2.0,1.0,39.0
2220,17,1,1,6,20,1,9.0,,N,,,,,9.0,4.0,1.0,,
2221,11,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,17.0
2222,13,1,1,6,48,1,4.0,,N,,,,,4.0,4.0,2.0,,
2223,7,1,1,6,48,3,2.0,,N,,,,,9.0,4.0,2.0,5.0,39.0
2224,3,1,1,6,48,3,,,,,,,,,,,,
2225,11,1,2,6,1,2,4.0,,N,,,,,2.0,4.0,2.0,,
2226,9,2,3,1,20,1,7.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
2227,12,1,1,6,48,2,9.0,,N,,,,,2.0,4.0,2.0,1.0,2.0
2228,9,1,1,6,1,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,33.0
2229,9,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,19.0
2230,15,1,1,1,20,2,5.0,,N,,,,,9.0,4.0,2.0,,
2231,13,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2232,3,1,1,1,48,3,,,,,,,,,,,,
2233,14,1,2,6,48,1,9.0,,N,,,,,4.0,4.0,2.0,,
2234,11,1,1,1,1,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
2235,14,1,1,6,48,2,4.0,,N,,,,,2.0,4.0,2.0,,
2236,9,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
2237,16,1,2,1,20,1,9.0,,N,,,,,2.0,4.0,2.0,,
2238,10,1,1,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,0.0
2239,11,1,1,6,48,2,4.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
2240,14,1,1,1,48,1,3.0,,N,,,,,4.0,2.0,,,
2241,3,1,2,1,20,3,,,,,,,,,,,,
2242,13,1,1,6,48,1,4.0,,N,,,,,9.0,4.0,1.0,1.0,36.0
2243,1,1,1,6,48,3,,,,,,,,,,,,
2244,8,1,1,1,48,2,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2245,6,2,3,1,48,2,9.0,S,S,6.0,S,6.0,3.0,4.0,4.0,2.0,,
2246,14,1,2,1,20,1,3.0,,N,,,,,3.0,4.0,2.0,,
2247,11,1,1,1,20,2,1.0,,N,,,,,3.0,1.0,,,40.0
2248,13,1,1,6,1,2,2.0,,N,,,,,9.0,2.0,1.0,,
2249,13,1,1,6,20,2,9.0,,N,,,,,4.0,4.0,2.0,,
2250,13,1,1,6,48,1,,,N,,,,,,,,,
2251,1,1,1,6,1,3,,,,,,,,,,,,
2252,10,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2253,3,1,1,1,1,3,,,,,,,,,,,,
2254,5,1,1,1,48,3,5.0,,N,,,,,4.0,3.0,,,33.0
2255,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
2256,13,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
2257,10,1,1,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2258,9,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,9.0
2259,14,1,1,6,48,2,3.0,,N,,,,,2.0,4.0,2.0,,
2260,16,1,1,6,20,1,5.0,,N,,,,,9.0,4.0,1.0,,
2261,2,1,1,1,20,3,,,,,,,,,,,,
2262,2,1,1,6,1,3,,,,,,,,,,,,
2263,2,1,1,1,1,3,,,,,,,,,,,,
2264,10,1,1,6,1,3,4.0,S,S,4.0,S,7.0,15.0,8.0,4.0,2.0,1.0,40.0
2265,12,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,40.0
2266,2,1,1,6,20,3,,,,,,,,,,,,
2267,13,1,1,1,48,1,7.0,,N,,,,,4.0,2.0,2.0,,40.0
2268,10,1,1,6,1,1,5.0,,N,,,,,9.0,4.0,2.0,5.0,40.0
2269,11,1,2,1,20,1,7.0,,N,,,,,2.0,2.0,,,43.0
2270,1,1,1,1,48,3,,,,,,,,,,,,
2271,8,1,1,1,48,1,7.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2272,1,1,1,1,1,3,,,,,,,,,,,,
2273,4,1,1,6,1,3,,,N,,,,,,,,,
2274,9,1,2,1,20,2,7.0,S,S,4.0,S,7.0,2.0,2.0,4.0,2.0,1.0,39.0
2275,14,1,2,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,,
2276,14,1,1,1,20,1,8.0,,N,,,,,2.0,4.0,2.0,,
2277,16,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,
2278,5,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
2279,15,1,1,1,1,1,1.0,,N,,,,,2.0,4.0,2.0,,
2280,11,2,3,6,1,1,6.0,,N,,,,,4.0,4.0,2.0,,33.0
2281,17,1,2,6,20,1,9.0,,N,,,,,10.0,4.0,2.0,,
2282,10,1,1,1,20,1,3.0,,N,,,,,8.0,4.0,2.0,1.0,37.0
2283,14,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
2284,4,2,3,1,20,3,,,N,,,,,,,,,
2285,15,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
2286,7,1,1,1,20,1,7.0,,N,,,,,4.0,4.0,2.0,1.0,50.0
2287,5,1,1,1,48,3,3.0,,N,,,,,5.0,4.0,2.0,5.0,40.0
2288,15,1,2,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,,
2289,3,1,1,1,20,3,,,,,,,,,,,,
2290,11,1,3,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,,
2291,4,1,1,6,48,3,,,N,,,,,,,,,
2292,14,1,1,1,48,1,4.0,,N,,,,,6.0,4.0,2.0,,
2293,1,1,1,6,48,3,,,,,,,,,,,,
2294,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
2295,2,1,1,6,48,3,,,,,,,,,,,,
2296,7,1,3,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2297,17,1,2,1,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
2298,11,1,1,1,20,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2299,17,1,2,6,1,1,9.0,,N,,,,,9.0,4.0,1.0,,
2300,2,1,1,6,48,3,,,,,,,,,,,,
2301,9,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,40.0
2302,11,1,2,1,20,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,50.0
2303,10,1,1,1,1,1,4.0,,N,,,,,4.0,1.0,,,40.0
2304,12,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,32.0
2305,6,1,1,1,48,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
2306,3,1,1,1,48,3,,,,,,,,,,,,
2307,15,1,1,6,48,2,,,N,,,,,,,,,
2308,7,1,3,6,1,1,5.0,S,S,6.0,S,2.0,9.0,4.0,4.0,2.0,,
2309,13,1,1,6,48,2,3.0,,N,,,,,4.0,2.0,,,
2310,12,1,1,6,48,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,15.0
2311,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2312,12,1,1,1,48,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2313,9,1,1,6,20,1,9.0,,N,,,,,9.0,4.0,2.0,1.0,24.0
2314,2,1,1,1,20,3,,,,,,,,,,,,
2315,2,1,2,6,48,3,,,,,,,,,,,,
2316,10,1,1,1,48,1,3.0,,N,,,,,5.0,4.0,2.0,1.0,38.0
2317,11,1,1,6,1,1,3.0,,N,,,,,10.0,4.0,2.0,1.0,40.0
2318,14,1,1,6,20,2,9.0,,N,,,,,2.0,4.0,2.0,,
2319,10,1,2,6,1,1,2.0,S,S,4.0,S,5.0,18.0,9.0,4.0,2.0,1.0,32.0
2320,11,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
2321,12,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,38.0
2322,11,1,1,6,48,1,2.0,,N,,,,,9.0,1.0,,,47.0
2323,11,1,2,6,20,1,9.0,,N,,,,,9.0,4.0,1.0,5.0,39.0
2324,12,1,1,1,20,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2325,6,1,3,1,20,2,7.0,,N,,,,,3.0,1.0,,,40.0
2326,9,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
2327,17,1,3,6,48,1,3.0,,N,,,,,4.0,4.0,2.0,,
2328,10,1,1,1,20,3,7.0,,N,,,,,3.0,2.0,,,40.0
2329,5,1,1,6,20,3,,,N,,,,,,,,,
2330,10,1,1,6,48,2,3.0,,N,,,,,4.0,2.0,,,41.0
2331,15,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
2332,14,1,1,6,20,2,,,N,,,,,,,,,
2333,12,1,1,1,20,2,5.0,,N,,,,,4.0,2.0,,,39.0
2334,4,1,1,6,20,3,,,N,,,,,,,,,
2335,3,1,1,6,20,3,,,,,,,,,,,,
2336,3,1,1,6,20,3,,,,,,,,,,,,
2337,16,1,2,6,20,2,,,N,,,,,,,,,
2338,5,1,1,1,1,3,9.0,,N,,,,,2.0,4.0,1.0,,
2339,13,1,1,1,48,1,5.0,,N,,,,,9.0,4.0,1.0,,
2340,10,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,26.0
2341,1,2,1,1,1,3,,,,,,,,,,,,
2342,11,1,2,6,1,1,5.0,,N,,,,,4.0,4.0,2.0,,
2343,17,1,1,6,48,2,7.0,,N,,,,,2.0,4.0,2.0,,
2344,15,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2345,2,1,1,1,48,3,,,,,,,,,,,,
2346,18,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,
2347,3,1,1,6,1,3,,,,,,,,,,,,
2348,15,1,1,6,48,4,5.0,,N,,,,,4.0,2.0,,,
2349,10,1,1,6,1,1,4.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
2350,6,1,1,1,20,3,2.0,,N,,,,,9.0,4.0,2.0,4.0,41.0
2351,12,1,1,6,1,2,6.0,,N,,,,,1.0,2.0,,,40.0
2352,16,1,2,6,20,2,9.0,,N,,,,,10.0,4.0,2.0,,
2353,17,1,1,6,48,1,3.0,,N,,,,,2.0,4.0,2.0,,
2354,10,1,1,6,1,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,37.0
2355,10,1,1,1,48,1,4.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
2356,14,1,2,6,1,2,,,N,,,,,,,,,
2357,12,1,1,6,20,2,3.0,,N,,,,,9.0,4.0,2.0,1.0,35.0
2358,15,1,1,1,20,1,1.0,,N,,,,,8.0,2.0,,,
2359,11,1,1,1,48,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2360,18,1,1,1,20,1,2.0,,N,,,,,8.0,2.0,,,
2361,9,1,1,6,20,2,2.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2362,5,1,1,6,1,3,5.0,,N,,,,,4.0,4.0,2.0,5.0,12.0
2363,14,1,1,1,48,1,2.0,,N,,,,,9.0,4.0,1.0,,
2364,3,1,1,1,20,3,,,,,,,,,,,,
2365,10,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,40.0
2366,14,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
2367,2,1,1,6,1,4,,,,,,,,,,,,
2368,12,1,2,6,20,1,5.0,,N,,,,,4.0,2.0,,,
2369,17,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,,
2370,1,1,1,6,20,3,,,,,,,,,,,,
2371,13,1,2,1,1,1,5.0,,N,,,,,4.0,2.0,,,60.0
2372,18,1,1,6,48,1,,,N,,,,,,,,,
2373,8,1,1,1,1,3,9.0,,N,,,,,2.0,4.0,2.0,1.0,4.0
2374,9,1,1,6,48,2,9.0,,N,,,,,8.0,4.0,2.0,1.0,-0.0
2375,14,1,1,6,48,1,3.0,,N,,,,,4.0,4.0,2.0,,
2376,16,1,1,1,1,1,5.0,,N,,,,,4.0,2.0,,,
2377,14,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
2378,15,1,1,1,20,1,5.0,,N,,,,,8.0,4.0,2.0,,
2379,2,1,1,1,1,3,,,,,,,,,,,,
2380,17,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2381,10,1,1,1,48,1,1.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2382,6,1,1,6,20,3,4.0,,N,,,,,4.0,4.0,1.0,,
2383,10,1,2,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,1.0,24.0
2384,8,1,1,6,1,1,2.0,,N,,,,,9.0,4.0,1.0,1.0,35.0
2385,1,1,1,1,1,3,,,,,,,,,,,,
2386,12,1,2,6,48,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,37.0
2387,16,1,2,6,20,1,5.0,,N,,,,,4.0,2.0,,,
2388,17,1,2,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
2389,9,1,1,6,48,2,4.0,,N,,,,,5.0,4.0,1.0,5.0,40.0
2390,10,1,1,6,20,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2391,3,1,1,1,1,3,,,,,,,,,,,,
2392,10,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,26.0
2393,7,1,1,6,48,2,5.0,,N,,,,,9.0,4.0,2.0,,
2394,2,1,2,1,1,4,,,,,,,,,,,,
2395,6,1,1,1,48,3,,,N,,,,,,,,,
2396,10,1,1,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,1.0,40.0
2397,12,1,2,1,1,1,3.0,,N,,,,,2.0,4.0,2.0,5.0,-0.0
2398,3,1,1,1,20,3,,,,,,,,,,,,
2399,15,1,2,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
2400,15,1,2,1,20,1,7.0,,N,,,,,3.0,2.0,,,
2401,2,1,1,6,48,4,,,,,,,,,,,,
2402,8,1,1,1,48,3,7.0,,N,,,,,4.0,4.0,2.0,,
2403,10,1,1,6,48,2,2.0,S,S,4.0,S,7.0,10.0,8.0,4.0,2.0,1.0,10.0
2404,10,1,1,1,1,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2405,10,1,1,1,48,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2406,10,1,1,1,20,1,5.0,,N,,,,,9.0,4.0,1.0,1.0,-0.0
2407,9,1,2,6,1,2,5.0,S,S,6.0,S,5.0,37.0,4.0,4.0,2.0,,
2408,15,1,1,1,48,1,8.0,,N,,,,,4.0,4.0,2.0,,
2409,6,1,1,6,20,1,3.0,,N,,,,,9.0,4.0,1.0,1.0,12.0
2410,9,1,1,6,20,3,5.0,,N,,,,,9.0,4.0,1.0,5.0,37.0
2411,10,1,1,6,20,2,5.0,,N,,,,,4.0,4.0,2.0,,
2412,9,1,1,1,48,2,3.0,,N,,,,,3.0,4.0,2.0,1.0,32.0
2413,16,1,2,1,48,1,1.0,,N,,,,,9.0,4.0,1.0,,
2414,12,1,1,1,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2415,16,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
2416,5,1,3,6,48,3,,,N,,,,,,,,,
2417,11,1,1,1,20,1,1.0,,N,,,,,4.0,3.0,,,40.0
2418,14,1,1,6,48,2,4.0,,N,,,,,6.0,2.0,,,
2419,12,1,1,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2420,3,1,1,1,1,3,,,N,,,,,,,,,
2421,9,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,40.0
2422,8,1,1,1,1,3,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
2423,11,1,1,6,48,2,9.0,,N,,,,,10.0,4.0,2.0,1.0,13.0
2424,2,1,1,6,1,3,,,,,,,,,,,,
2425,10,1,2,1,48,1,5.0,,N,,,,,9.0,4.0,1.0,5.0,39.0
2426,10,1,2,6,48,1,7.0,,N,,,,,4.0,4.0,2.0,,
2427,10,2,3,1,20,1,9.0,N,S,6.0,S,4.0,9.0,4.0,4.0,2.0,,
2428,2,2,1,6,20,3,,,,,,,,,,,,
2429,11,1,1,1,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2430,1,1,1,6,48,3,,,,,,,,,,,,
2431,10,1,1,6,20,3,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2432,10,1,1,6,48,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,62.0
2433,4,1,3,1,20,3,,,N,,,,,,,,,
2434,16,1,2,6,20,2,9.0,,N,,,,,10.0,4.0,2.0,,
2435,2,1,1,1,1,3,,,,,,,,,,,,
2436,15,1,1,1,48,2,5.0,,N,,,,,4.0,2.0,,,21.0
2437,3,1,1,6,48,3,,,,,,,,,,,,
2438,10,1,1,1,20,2,1.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2439,9,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2440,12,1,1,1,48,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,48.0
2441,17,1,1,1,20,1,3.0,,N,,,,,2.0,4.0,2.0,,
2442,10,1,1,1,48,2,2.0,,N,,,,,4.0,4.0,2.0,1.0,26.0
2443,13,1,2,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2444,10,1,1,1,20,2,8.0,,N,,,,,4.0,4.0,2.0,1.0,20.0
2445,9,2,3,1,20,2,7.0,S,S,6.0,S,4.0,30.0,3.0,4.0,2.0,,
2446,10,1,1,6,20,1,1.0,,N,,,,,10.0,3.0,,,47.0
2447,4,1,1,6,48,3,4.0,,N,,,,,8.0,4.0,2.0,,
2448,12,1,1,1,20,1,3.0,,N,,,,,4.0,2.0,,,40.0
2449,13,1,1,6,48,1,,,N,,,,,,,,,
2450,5,1,1,1,48,3,,,N,,,,,,,,,
2451,15,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
2452,6,1,1,6,48,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,32.0
2453,12,1,2,1,48,1,2.0,,N,,,,,9.0,2.0,,,39.0
2454,2,1,1,6,48,3,,,,,,,,,,,,
2455,11,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,36.0
2456,16,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2457,11,1,1,1,1,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
2458,11,2,3,6,20,2,,,N,,,,,,,,,
2459,11,1,3,1,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2460,5,1,1,6,20,3,,,N,,,,,,,,,
2461,12,1,1,6,48,1,9.0,S,S,6.0,S,7.0,21.0,8.0,4.0,2.0,,
2462,14,1,1,1,20,1,4.0,,N,,,,,2.0,4.0,2.0,,
2463,11,1,1,1,48,1,1.0,,N,,,,,4.0,5.0,,,40.0
2464,14,1,2,6,48,2,9.0,,N,,,,,10.0,2.0,,,
2465,15,1,2,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,,
2466,5,1,2,6,20,3,5.0,,N,,,,,4.0,4.0,2.0,1.0,9.0
2467,12,1,1,1,48,1,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2468,16,1,1,1,20,1,7.0,,N,,,,,4.0,2.0,,,
2469,14,1,1,6,20,2,5.0,,N,,,,,4.0,2.0,,,22.0
2470,17,1,1,6,20,2,6.0,,N,,,,,1.0,2.0,,,
2471,2,1,1,6,48,3,,,,,,,,,,,,
2472,18,1,1,6,48,1,,,N,,,,,,,,,
2473,15,1,2,1,20,1,9.0,,N,,,,,2.0,4.0,2.0,,
2474,4,1,1,1,48,3,,,N,,,,,,,,,
2475,8,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
2476,5,1,1,1,20,3,2.0,,N,,,,,9.0,4.0,2.0,5.0,40.0
2477,11,1,3,1,48,1,8.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2478,9,1,1,6,20,1,5.0,,N,,,,,9.0,4.0,2.0,,
2479,11,1,1,1,20,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2480,8,1,1,1,48,2,7.0,,N,,,,,2.0,4.0,2.0,1.0,-0.0
2481,10,2,3,6,48,4,5.0,,N,,,,,10.0,4.0,2.0,1.0,56.0
2482,18,1,2,1,48,1,7.0,,N,,,,,2.0,4.0,2.0,,
2483,2,2,1,1,20,3,,,,,,,,,,,,
2484,9,1,1,1,20,1,4.0,N,S,6.0,S,7.0,14.0,8.0,4.0,2.0,,
2485,6,1,1,1,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
2486,15,1,2,6,48,1,9.0,,N,,,,,10.0,4.0,2.0,,
2487,3,1,1,6,48,3,,,,,,,,,,,,
2488,11,2,3,1,48,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
2489,5,1,1,6,20,3,5.0,,N,,,,,10.0,4.0,2.0,,
2490,2,1,1,6,20,3,,,,,,,,,,,,
2491,12,2,3,6,1,1,9.0,,N,,,,,4.0,4.0,2.0,1.0,38.0
2492,8,1,1,1,48,1,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2493,10,1,2,6,48,2,5.0,,N,,,,,8.0,4.0,2.0,2.0,25.0
2494,11,1,2,6,1,2,4.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
2495,16,1,2,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,,
2496,16,1,2,1,1,1,7.0,,N,,,,,2.0,4.0,2.0,,
2497,1,1,1,1,1,3,,,,,,,,,,,,
2498,12,1,1,1,1,1,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2499,7,1,1,1,1,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2500,3,2,3,1,20,3,,,,,,,,,,,,
2501,16,1,1,6,1,2,4.0,,N,,,,,2.0,4.0,2.0,,
2502,12,1,1,6,48,2,5.0,,N,,,,,4.0,2.0,,,66.0
2503,7,2,3,1,48,3,5.0,,N,,,,,4.0,4.0,2.0,,
2504,11,1,1,1,20,2,3.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2505,12,1,1,6,48,1,4.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2506,13,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,2.0,5.0,-0.0
2507,9,1,1,6,20,2,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2508,10,1,1,6,48,1,4.0,,N,,,,,9.0,4.0,1.0,5.0,36.0
2509,12,1,1,1,20,1,7.0,,N,,,,,2.0,3.0,,,40.0
2510,13,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,2.0,1.0,20.0
2511,6,1,1,1,20,3,2.0,,N,,,,,5.0,2.0,,,27.0
2512,12,1,1,1,20,1,7.0,,N,,,,,3.0,2.0,,,7.0
2513,10,1,1,6,48,2,5.0,S,S,6.0,S,4.0,84.0,4.0,4.0,2.0,,
2514,10,1,1,6,20,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,-0.0
2515,12,1,1,6,48,2,5.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2516,14,1,1,1,20,1,2.0,,N,,,,,9.0,4.0,1.0,,
2517,6,1,1,1,48,3,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
2518,10,1,1,6,20,2,8.0,,N,,,,,2.0,4.0,2.0,1.0,40.0
2519,18,1,1,1,48,1,5.0,,N,,,,,4.0,2.0,,,
2520,9,1,1,6,1,2,3.0,,N,,,,,4.0,2.0,,,40.0
2521,12,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
2522,10,1,1,1,20,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
2523,8,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,35.0
2524,4,1,1,6,20,3,,,N,,,,,,,,,
2525,3,1,1,6,20,3,,,,,,,,,,,,
2526,6,1,1,1,20,3,2.0,,N,,,,,8.0,4.0,2.0,1.0,40.0
2527,13,1,1,1,48,2,2.0,,N,,,,,9.0,3.0,,,39.0
2528,12,1,1,6,48,2,9.0,S,S,6.0,S,5.0,8.0,10.0,4.0,2.0,,
2529,8,1,1,6,1,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,37.0
2530,5,1,1,6,20,3,5.0,,N,,,,,4.0,4.0,2.0,,
2531,3,1,1,6,20,3,,,,,,,,,,,,
2532,12,1,1,6,20,2,2.0,,N,,,,,9.0,4.0,1.0,1.0,36.0
2533,13,1,3,1,48,1,5.0,,N,,,,,4.0,2.0,,,40.0
2534,13,1,1,6,20,2,5.0,,N,,,,,4.0,5.0,,,41.0
2535,6,1,1,1,20,3,5.0,,N,,,,,4.0,3.0,,,
2536,11,1,1,1,48,1,1.0,,N,,,,,4.0,1.0,,,41.0
2537,3,1,1,1,20,3,,,,,,,,,,,,
2538,17,1,1,1,20,1,7.0,,N,,,,,2.0,4.0,2.0,,
2539,9,1,1,6,20,2,3.0,,N,,,,,4.0,4.0,2.0,1.0,21.0
2540,14,1,1,6,48,1,5.0,,N,,,,,4.0,4.0,2.0,,
2541,6,1,1,1,48,3,2.0,,N,,,,,9.0,4.0,1.0,5.0,23.0
2542,10,1,1,6,48,2,4.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
2543,17,1,1,1,1,1,4.0,,N,,,,,2.0,4.0,2.0,,
2544,7,2,3,1,20,2,7.0,S,S,6.0,S,1.0,46.0,2.0,4.0,2.0,,
2545,9,1,1,6,48,1,2.0,,N,,,,,9.0,4.0,1.0,5.0,38.0
2546,3,1,1,6,20,3,,,N,,,,,,,,,
2547,12,1,1,6,1,2,5.0,,N,,,,,9.0,4.0,2.0,1.0,13.0
2548,9,1,1,1,1,1,7.0,,N,,,,,3.0,2.0,,,39.0
2549,10,1,1,1,20,2,3.0,S,S,6.0,S,1.0,25.0,8.0,4.0,2.0,,
2550,8,1,1,6,20,2,2.0,,N,,,,,8.0,3.0,,,39.0
2551,3,1,1,1,20,3,,,,,,,,,,,,
2552,2,1,3,1,20,3,,,,,,,,,,,,
2553,11,1,1,6,48,1,2.0,,N,,,,,8.0,2.0,,,43.0
2554,12,1,1,6,20,1,9.0,,N,,,,,8.0,4.0,2.0,,
2555,13,1,3,6,48,1,5.0,S,S,6.0,S,5.0,54.0,8.0,4.0,2.0,,
2556,14,1,1,6,20,2,9.0,,N,,,,,10.0,4.0,2.0,,
2557,11,1,1,6,48,1,2.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2558,10,1,1,6,20,1,2.0,,N,,,,,9.0,4.0,2.0,1.0,31.0
2559,11,1,1,6,20,1,4.0,,N,,,,,4.0,4.0,2.0,1.0,40.0
2560,11,1,1,1,48,1,3.0,,N,,,,,4.0,4.0,2.0,1.0,39.0
2561,9,1,1,6,20,1,3.0,,N,,,,,9.0,4.0,1.0,5.0,24.0
2562,15,1,2,1,1,1,4.0,,N,,,,,2.0,4.0,2.0,,
