"rowid","household_number","survey_year","reference_quarter","province","capital","sex","place_birth","age","nationality","formal_educ_system","professional_training","retirement_status","household_duties","part-time_empl","reason_reduced_work","search_work","search_reason","JORB","search_steps","search_method","search_months","availability","relation_to_activity1","relation_to_activity2","main_occupation","main_activity","main_prof_situation","main_sector","contract_type","hours","relationship","elevator","matricule"
1916,824,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"256.3753","1916_824"
1917,824,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"256.3753","1917_824"
1918,824,2023,1,48,9,1,2,12,1,"N","N",4,1,NA,NA,"S",6,2,"S",5,6,"S",2,5,9,4,4,2,NA,NA,1,"262.6652","1918_824"
1919,825,2023,1,48,1,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,1,40,2,"226.7763","1919_825"
1920,825,2023,1,48,1,1,2,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,8,4,2,NA,NA,1,"215.3093","1920_825"
1921,826,2023,1,20,3,6,1,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"138.1375","1921_826"
1922,827,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,3,4,2,1,40,1,"191.8208","1922_827"
1923,827,2023,1,48,9,6,1,5,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,5,35,3,"187.8031","1923_827"
1924,827,2023,1,48,9,6,1,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,2,"202.4489","1924_827"
1925,828,2023,1,20,3,1,1,7,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,40,1,"197.6992","1925_828"
1926,829,2023,1,20,9,1,1,7,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,5,40,3,"164.295","1926_829"
1927,829,2023,1,20,9,6,1,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,2,NA,NA,NA,2,"220.1068","1927_829"
1928,829,2023,1,20,9,1,1,13,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,4,2,NA,NA,NA,1,"207.3956","1928_829"
1929,830,2023,1,20,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"187.1403","1929_830"
1930,830,2023,1,20,9,6,1,9,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,0,1,"194.8142","1930_830"
1931,830,2023,1,20,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"169.8232","1931_830"
1932,830,2023,1,20,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,3,NA,NA,40,2,"228.8353","1932_830"
1933,831,2023,1,20,3,6,3,18,1,"N","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,10,2,NA,NA,NA,1,"122.079","1933_831"
1934,832,2023,1,48,1,1,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"247.5976","1934_832"
1935,832,2023,1,48,1,1,3,10,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,40,1,"314.5337","1935_832"
1936,832,2023,1,48,1,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"229.9727","1936_832"
1937,832,2023,1,48,1,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,40,2,"213.4965","1937_832"
1938,832,2023,1,48,1,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"229.5034","1938_832"
1939,833,2023,1,1,2,1,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,1,39,1,"161.9927","1939_833"
1940,833,2023,1,1,2,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"165.9173","1940_833"
1941,833,2023,1,1,2,6,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,10,4,2,1,38,2,"165.7948","1941_833"
1942,834,2023,1,20,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,1,"177.7419","1942_834"
1943,834,2023,1,20,9,1,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,2,NA,NA,3,"176.7","1943_834"
1944,834,2023,1,20,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"177.7791","1944_834"
1945,834,2023,1,20,9,6,1,11,1,"N","N",4,1,2,3,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,27,2,"165.8667","1945_834"
1946,835,2023,1,1,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"28.8701","1946_835"
1947,836,2023,1,48,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,2,4,2,NA,NA,1,"185.7394","1947_836"
1948,837,2023,1,1,2,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"213.6211","1948_837"
1949,837,2023,1,1,2,6,3,10,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,2,NA,NA,15,2,"217.9018","1949_837"
1950,837,2023,1,1,2,1,3,10,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,4,2,1,40,1,"223.2021","1950_837"
1951,837,2023,1,1,2,6,3,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"222.1531","1951_837"
1952,838,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,37,1,"239.2249","1952_838"
1953,838,2023,1,48,9,1,1,5,1,"S","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"207.228","1953_838"
1954,838,2023,1,48,9,1,1,4,1,"S","S",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"225.8061","1954_838"
1955,838,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,1,1,38,2,"223.4249","1955_838"
1956,839,2023,1,48,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,3,4,2,NA,NA,3,"156.5478","1956_839"
1957,839,2023,1,48,9,6,1,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,4,2,NA,NA,1,"156.5478","1957_839"
1958,840,2023,1,20,3,1,1,6,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,40,3,"192.3637","1958_840"
1959,840,2023,1,20,3,1,1,13,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,5,4,2,1,40,1,"158.5138","1959_840"
1960,840,2023,1,20,3,1,1,5,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,5,40,3,"151.806","1960_840"
1961,840,2023,1,20,3,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,3,4,2,1,40,2,"155.0237","1961_840"
1962,841,2023,1,20,3,1,2,16,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,4,4,2,NA,NA,1,"101.5873","1962_841"
1963,841,2023,1,20,3,6,2,15,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,9,4,1,NA,NA,2,"107.8136","1963_841"
1964,842,2023,1,48,9,6,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,2,NA,NA,NA,1,"180.0962","1964_842"
1965,843,2023,1,48,9,6,2,18,1,"N","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,10,4,2,NA,NA,1,"190.2723","1965_843"
1966,844,2023,1,48,9,6,1,13,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,5,36,1,"147.2133","1966_844"
1967,845,2023,1,1,9,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,4,2,1,40,2,"43.7941","1967_845"
1968,845,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"36.0268","1968_845"
1969,845,2023,1,1,9,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,5,40,1,"38.4206","1969_845"
1970,846,2023,1,48,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"76.3751","1970_846"
1971,846,2023,1,48,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"76.357","1971_846"
1972,847,2023,1,20,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"108.9412","1972_847"
1973,847,2023,1,20,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,2,"115.6182","1973_847"
1974,848,2023,1,20,9,6,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"133.1544","1974_848"
1975,849,2023,1,1,2,1,2,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,9,4,1,NA,NA,1,"141.0518","1975_849"
1976,849,2023,1,1,2,6,2,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,4,1,NA,NA,2,"147.9806","1976_849"
1977,850,2023,1,20,3,1,1,7,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,1,40,3,"156.4583","1977_850"
1978,850,2023,1,20,3,1,2,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,2,4,2,NA,NA,1,"115.7298","1978_850"
1979,850,2023,1,20,3,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,37,2,"125.546","1979_850"
1980,851,2023,1,20,3,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,2,4,2,1,40,2,"130.08","1980_851"
1981,851,2023,1,20,3,6,2,10,1,"N","N",4,1,NA,NA,"S",6,2,"S",6,6,"S",2,5,3,6,4,2,NA,NA,1,"121.7939","1981_851"
1982,852,2023,1,20,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,40,1,"188.2082","1982_852"
1983,852,2023,1,20,9,6,1,11,1,"N","N",4,1,2,5,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,20,2,"176.9881","1983_852"
1984,852,2023,1,20,9,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,2,NA,NA,3,"172.3362","1984_852"
1985,852,2023,1,20,9,1,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,3,"188.5478","1985_852"
1986,853,2023,1,48,9,6,1,11,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"205.1146","1986_853"
1987,854,2023,1,20,9,6,1,16,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,10,4,2,NA,NA,1,"123.8212","1987_854"
1988,855,2023,1,20,3,6,1,3,1,"S","S",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"157.0701","1988_855"
1989,855,2023,1,20,3,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,40,1,"148.6627","1989_855"
1990,855,2023,1,20,3,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"145.6244","1990_855"
1991,855,2023,1,20,3,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,40,2,"159.3061","1991_855"
1992,856,2023,1,48,9,6,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"195.0478","1992_856"
1993,856,2023,1,48,9,1,1,4,1,"S","S",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"192.7943","1993_856"
1994,856,2023,1,48,9,1,2,11,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,2,NA,NA,NA,2,"204.2514","1994_856"
1995,857,2023,1,20,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"190.8828","1995_857"
1996,857,2023,1,20,9,1,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"189.7241","1996_857"
1997,857,2023,1,20,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,4,2,NA,NA,40,1,"199.3701","1997_857"
1998,857,2023,1,20,9,6,1,11,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,2,NA,NA,30,2,"188.2691","1998_857"
1999,858,2023,1,48,1,1,2,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,40,1,"181.2278","1999_858"
2000,858,2023,1,48,1,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,4,4,2,NA,NA,2,"218.3525","2000_858"
2001,859,2023,1,48,1,6,1,6,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,40,1,"316.8452","2001_859"
2002,860,2023,1,1,9,1,1,9,1,"N","N",4,1,1,5,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,32,1,"90.1334","2002_860"
2003,860,2023,1,1,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"74.4674","2003_860"
2004,860,2023,1,1,9,6,1,7,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,4,2,NA,NA,2,"124.1542","2004_860"
2005,860,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"74.4674","2005_860"
2006,861,2023,1,20,9,6,1,8,1,"N","N",3,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,4,2,NA,NA,3,"133.333","2006_861"
2007,861,2023,1,20,9,6,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"203.4829","2007_861"
2008,862,2023,1,48,9,6,2,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"217.0941","2008_862"
2009,862,2023,1,48,9,1,2,13,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,1,8,4,2,NA,NA,60,1,"266.3228","2009_862"
2010,862,2023,1,48,9,1,1,5,1,"S","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"268.0115","2010_862"
2011,863,2023,1,48,9,6,1,13,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,5,0,2,"188.4301","2011_863"
2012,863,2023,1,48,9,1,1,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,1,"282.1512","2012_863"
2013,863,2023,1,48,9,6,1,5,1,"N","S",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,1,2,5,4,2,3,45,3,"175.1692","2013_863"
2014,864,2023,1,1,2,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"193.9222","2014_864"
2015,865,2023,1,1,2,1,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,2,4,2,NA,NA,1,"128.8368","2015_865"
2016,865,2023,1,1,2,6,1,16,1,"N","S",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,2,"135.1656","2016_865"
2017,866,2023,1,20,3,6,1,17,1,"N","S",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"123.954","2017_866"
2018,867,2023,1,20,9,1,3,6,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,10,4,2,NA,NA,1,"291.7078","2018_867"
2019,868,2023,1,20,9,6,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"141.0511","2019_868"
2020,869,2023,1,20,9,1,1,14,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"139.337","2020_869"
2021,870,2023,1,48,9,6,1,7,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,1,40,1,"188.9456","2021_870"
2022,871,2023,1,1,2,6,1,1,2,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,4,"233.1344","2022_871"
2023,871,2023,1,1,2,6,3,8,1,"S","N",4,1,2,2,"S",4,1,"S",5,2,"S",1,3,9,8,4,2,5,2,4,"174.5477","2023_871"
2024,871,2023,1,1,2,1,3,12,2,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,1,40,2,"225.6912","2024_871"
2025,871,2023,1,1,2,6,3,6,2,"N","N",4,1,2,2,"S",2,3,"S",7,5,"S",1,2,9,8,4,2,5,20,3,"342.1782","2025_871"
2026,871,2023,1,1,2,6,3,12,2,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,1,40,1,"234.3622","2026_871"
2027,871,2023,1,1,2,1,3,6,2,"N","N",4,1,NA,NA,"S",6,1,"S",2,27,"S",2,5,4,4,4,2,NA,NA,4,"386.5092","2027_871"
2028,872,2023,1,1,9,6,1,15,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,2,NA,NA,NA,2,"22.449","2028_872"
2029,872,2023,1,1,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,1,"21.3979","2029_872"
2030,873,2023,1,20,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,5,40,1,"216.6497","2030_873"
2031,874,2023,1,48,9,1,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,2,4,2,NA,NA,1,"300.471","2031_874"
2032,874,2023,1,48,9,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,40,3,"221.3324","2032_874"
2033,875,2023,1,48,9,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,2,NA,NA,40,1,"127.3222","2033_875"
2034,876,2023,1,48,9,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,40,1,"221.3734","2034_876"
2035,876,2023,1,48,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,1,4,1,NA,NA,20,2,"246.69","2035_876"
2036,876,2023,1,48,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"209.5662","2036_876"
2037,877,2023,1,48,9,6,1,10,1,"N","N",4,1,NA,NA,"S",6,2,"S",9,50,"S",2,5,5,4,2,NA,NA,NA,1,"268.8953","2037_877"
2038,877,2023,1,48,9,1,1,10,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,32,2,"244.6276","2038_877"
2039,877,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"231.5801","2039_877"
2040,877,2023,1,48,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"232.0537","2040_877"
2041,878,2023,1,48,9,1,3,10,2,"N","N",4,1,NA,NA,"S",6,2,"S",1,6,"S",2,5,8,2,4,2,NA,NA,1,"419.0526","2041_878"
2042,878,2023,1,48,9,6,3,4,1,"S","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"265.6151","2042_878"
2043,878,2023,1,48,9,6,3,10,1,"N","N",4,1,2,2,"S",4,2,"S",7,5,"S",1,3,9,8,4,2,5,7,2,"232.5389","2043_878"
2044,878,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"248.5309","2044_878"
2045,879,2023,1,20,9,6,3,9,2,"N","N",4,1,NA,NA,"S",6,2,"S",1,0,"S",2,5,9,8,4,2,NA,NA,1,"212.3322","2045_879"
2046,879,2023,1,20,9,6,2,2,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"248.8","2046_879"
2047,879,2023,1,20,9,6,1,2,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"248.8","2047_879"
2048,879,2023,1,20,9,1,1,1,2,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"225.7772","2048_879"
2049,879,2023,1,20,9,1,3,8,2,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,2,"263.4087","2049_879"
2050,880,2023,1,20,3,6,1,12,1,"N","N",4,2,2,4,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,24,3,"124.0826","2050_880"
2051,880,2023,1,20,3,6,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,1,"207.1647","2051_880"
2052,881,2023,1,48,1,6,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"183.2826","2052_881"
2053,882,2023,1,20,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"139.4731","2053_882"
2054,883,2023,1,1,2,1,2,14,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,3,4,2,NA,NA,1,"134.5805","2054_883"
2055,883,2023,1,1,2,6,2,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"141.1914","2055_883"
2056,884,2023,1,48,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,1,8,4,2,1,0,2,"268.8092","2056_884"
2057,884,2023,1,48,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"241.4057","2057_884"
2058,884,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"241.8993","2058_884"
2059,884,2023,1,48,9,1,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,1,2,4,2,1,25,1,"277.2008","2059_884"
2060,885,2023,1,1,2,1,1,9,1,"N","N",4,1,2,4,"N",NA,NA,"",NA,NA,"",1,2,1,4,4,2,1,16,1,"224.7508","2060_885"
2061,885,2023,1,1,2,1,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"187.1191","2061_885"
2062,885,2023,1,1,2,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"199.3153","2062_885"
2063,885,2023,1,1,2,6,1,8,1,"N","N",4,1,2,4,"N",NA,NA,"",NA,NA,"",1,2,4,7,4,2,1,0,2,"200.2057","2063_885"
2064,886,2023,1,20,9,1,3,11,1,"N","N",4,1,NA,NA,"S",6,2,"S",1,1,"S",2,6,9,4,4,2,NA,NA,1,"162.5572","2064_886"
2065,886,2023,1,20,9,6,3,10,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,5,31,2,"156.599","2065_886"
2066,886,2023,1,20,9,6,2,5,1,"N","N",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,22,3,"159.8054","2066_886"
2067,886,2023,1,20,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"153.3985","2067_886"
2068,887,2023,1,48,1,1,1,7,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,1,37,1,"250.2175","2068_887"
2069,888,2023,1,20,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,4,2,NA,NA,NA,1,"237.2463","2069_888"
2070,888,2023,1,20,9,6,2,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,4,1,NA,NA,40,2,"159.4272","2070_888"
2071,889,2023,1,20,9,6,1,5,1,"N","N",4,2,NA,NA,"S",6,2,"S",7,2,"S",2,6,5,4,4,2,NA,NA,3,"148.3311","2071_889"
2072,889,2023,1,20,9,6,1,10,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,1,0,1,"130.21","2072_889"
